regime,entity_type,seed,floor_fraction,min_weight,factors,test_auc,untuned_auc,hhi,largest_share,untuned_hhi,converged
adversarial,CONTRACTOR,41,0.4,0.1,4,0.8159212671791288,0.7835065804798508,0.2768597336246722,0.31508223224985293,0.30000000000000016,True
adversarial,CONTRACTOR,41,0.6,0.15,4,0.8159431050547403,0.7835065804798508,0.26403706238754254,0.30335700830868284,0.30000000000000016,True
adversarial,CONTRACTOR,41,0.8,0.2,4,0.8142251921733054,0.7835065804798508,0.25535887596192597,0.3037212318860833,0.30000000000000016,True
adversarial,CONTRACTOR,41,0.95,0.2375,4,0.8111460517120894,0.7835065804798508,0.25089539914070585,0.27417286721885126,0.30000000000000016,True
adversarial,CONTRACTOR,53,0.0,0.0,4,0.7428370899467032,0.7165541997792091,0.2602219624227769,0.3255048074297924,0.30000000000000016,True
adversarial,CONTRACTOR,53,0.1,0.025,4,0.7426543160234244,0.7165541997792091,0.26152223056050167,0.33083230930259244,0.30000000000000016,True
adversarial,CONTRACTOR,53,0.25,0.0625,4,0.7427786022912539,0.7165541997792091,0.26055589492341213,0.326976821452443,0.30000000000000016,True
adversarial,CONTRACTOR,53,0.4,0.1,4,0.742742047506598,0.7165541997792091,0.26064476499152467,0.3274803074337007,0.30000000000000016,True
adversarial,CONTRACTOR,53,0.6,0.15,4,0.7425300297555948,0.7165541997792091,0.25975956487885543,0.3304311412786244,0.30000000000000016,True
adversarial,CONTRACTOR,53,0.8,0.2,4,0.742398432530834,0.7165541997792091,0.25776127124143305,0.32271733425717564,0.30000000000000016,True
adversarial,CONTRACTOR,53,0.95,0.2375,4,0.7422960791337978,0.7165541997792091,0.2517746862662807,0.2864798941580814,0.30000000000000016,True
