seed,fold,floor_fraction,min_weight,test_auc,untuned_auc,hhi,largest_share,converged
53,2,0.8,0.16000000000000003,0.7872340425531914,0.7983789260385005,0.20132085819029996,0.22500894231915425,True
53,2,0.95,0.19,0.7983789260385005,0.7983789260385005,0.22380000000000003,0.28,True
53,3,0.0,0.0,0.8958333333333333,0.89375,0.22169676530422075,0.2876895176098932,True
53,3,0.1,0.020000000000000004,0.8875000000000002,0.89375,0.21474358940220217,0.26804400301715675,True
53,3,0.25,0.05,0.8916666666666666,0.89375,0.21509566725961782,0.261190576347584,True
53,3,0.4,0.08000000000000002,0.8916666666666666,0.89375,0.208969129908666,0.24811215239198786,True
53,3,0.6,0.12,0.8895833333333334,0.89375,0.20512689490610497,0.24038179166354057,True
53,3,0.8,0.16000000000000003,0.8958333333333334,0.89375,0.20342506004574898,0.24985567274734524,True
53,3,0.95,0.19,0.89375,0.89375,0.22380000000000003,0.28,True
53,4,0.0,0.0,0.9230769230769231,0.9230769230769231,0.22509585981163613,0.28935994493379447,True
53,4,0.1,0.020000000000000004,0.926923076923077,0.9230769230769231,0.22320341165191637,0.31151807078221977,True
53,4,0.25,0.05,0.9230769230769231,0.9230769230769231,0.21976887843892115,0.31363602376864025,True
53,4,0.4,0.08000000000000002,0.926923076923077,0.9230769230769231,0.20894756305050932,0.26028725883497805,True
53,4,0.6,0.12,0.9230769230769231,0.9230769230769231,0.22380000000000003,0.28,True
53,4,0.8,0.16000000000000003,0.926923076923077,0.9230769230769231,0.22033692930199497,0.3271905980252039,True
53,4,0.95,0.19,0.9230769230769231,0.9230769230769231,0.22380000000000003,0.28,True
